Customer_No,Campaign_ID,Treatment,Response,VAR_1,VAR_2,VAR_3,VAR_4,VAR_5,VAR_6,VAR_7,VAR_8,VAR_9,VAR_10,VAR_11,VAR_12,VAR_13,VAR_14,VAR_15,VAR_16,VAR_17,VAR_18,VAR_19,VAR_20
4082,1,0,0,0.75,0.33,0.91,0.39,0.80,0.21,0,0.34,0.36,1,0.57,0.32,0.08,0.60,0.33,0.76,0.29,0.51,0.35,1
4083,1,1,0,0.86,0.58,0.35,0.29,0.80,0.48,0,0.47,0.48,1,0.45,0.78,0.45,0.86,0.65,0.82,0.91,0.08,0.35,1
4084,1,1,0,0.95,0.65,0.17,0.05,0.60,0.69,1,0.17,0.26,1,0.46,0.92,0.10,0.07,0.26,0.39,0.84,0.73,0.08,1
4085,1,0,0,0.88,0.78,0.19,0.07,0.51,0.03,0,0.93,0.62,0,0.29,0.84,0.10,0.11,0.06,0.23,0.91,0.30,0.07,1
4086,1,1,0,0.08,0.55,0.28,0.21,0.81,0.45,0,0.86,0.51,1,0.53,0.74,0.98,0.14,0.11,0.23,0.72,0.29,0.09,1
4087,1,1,1,0.96,0.26,0.59,0.46,0.31,0.87,1,0.65,0.42,0,0.02,0.56,0.17,0.66,0.44,0.09,0.43,0.14,0.35,1
4088,1,1,0,0.53,0.62,0.31,0.50,0.26,0.00,1,0.27,0.54,1,0.70,0.29,0.97,0.92,0.34,0.89,0.39,0.78,0.78,0
4089,1,1,0,0.38,0.80,0.55,0.50,0.31,0.81,1,0.35,0.30,1,0.26,0.98,0.32,0.81,0.62,0.87,0.38,0.92,0.87,0
4090,1,1,0,0.95,0.58,0.91,0.34,0.64,0.63,0,0.35,0.30,1,0.07,0.07,0.19,0.09,0.15,0.26,0.71,0.24,0.62,0
4091,1,0,0,0.06,0.58,0.23,0.14,0.51,0.87,1,0.81,0.57,0,0.03,0.90,0.59,0.53,0.24,0.33,0.94,0.96,0.60,0
4092,1,1,0,0.29,0.76,0.39,0.37,0.33,0.18,1,0.28,0.47,1,0.11,0.03,0.95,0.87,0.44,0.59,0.75,0.90,0.69,0
4093,1,1,0,0.76,0.02,0.87,0.35,0.68,0.64,0,0.59,0.26,0,0.06,0.20,0.59,0.72,0.17,0.10,0.37,0.78,0.15,0
4094,1,0,1,0.43,0.89,0.95,0.42,0.30,0.81,1,0.61,0.55,1,0.50,0.73,0.48,0.61,0.57,0.18,0.71,0.53,0.16,1
4095,1,1,0,0.10,0.06,0.53,0.41,0.47,0.06,0,0.31,0.14,1,0.25,0.12,0.62,0.32,0.36,0.05,0.33,0.62,0.27,0
4096,1,1,0,0.15,0.57,0.29,0.51,0.74,0.14,0,0.73,0.46,1,0.09,0.88,0.98,0.33,0.58,0.88,0.90,0.67,0.50,1
4097,1,1,0,0.60,0.45,0.98,0.66,0.26,0.51,0,0.95,0.78,1,0.52,0.38,0.38,0.66,0.04,0.55,0.67,0.47,0.27,0
4098,1,1,0,0.40,0.63,0.09,0.47,0.60,0.39,1,0.09,0.37,0,0.23,0.13,0.77,0.64,0.73,0.93,0.06,0.96,0.32,1
4099,1,0,0,0.51,0.88,0.52,0.34,0.53,0.32,0,0.45,0.17,1,0.35,0.34,0.64,0.42,0.19,0.70,0.97,0.31,0.18,1
4100,1,1,0,0.90,0.72,0.04,0.12,0.78,0.12,1,0.89,0.72,1,0.25,0.09,0.86,0.93,0.54,0.13,0.18,0.15,0.06,1
4101,1,0,1,0.72,0.85,0.94,0.60,0.51,0.25,1,0.95,0.30,0,0.61,0.51,0.25,0.59,0.57,0.62,0.20,0.69,0.93,1
4102,1,0,0,0.15,0.08,0.58,0.63,0.29,0.74,1,0.61,0.23,1,0.69,0.94,0.41,0.81,0.29,0.28,0.65,0.62,0.64,0
4103,1,1,0,0.04,0.93,0.79,0.65,0.37,0.58,1,0.24,0.40,1,0.72,0.00,0.64,0.82,0.53,0.87,0.90,0.54,0.84,1
4104,1,1,0,0.02,0.82,0.73,0.29,0.44,0.41,0,0.54,0.48,0,0.29,0.41,0.13,0.36,0.26,0.21,0.89,0.87,0.47,1
4105,1,1,0,0.45,0.63,0.42,0.61,0.30,0.68,1,0.52,0.10,1,0.43,0.34,0.03,0.91,0.82,0.91,0.61,0.57,0.04,1
4106,1,0,0,0.15,0.69,0.72,0.08,0.56,0.65,0,0.56,0.54,1,0.76,0.99,0.58,0.41,0.48,0.97,0.52,0.88,0.65,0
4107,1,1,0,0.07,0.61,0.62,0.36,0.78,0.00,1,0.79,0.22,1,0.08,0.44,0.08,0.41,0.63,0.05,0.78,0.06,0.59,1
4108,1,0,0,0.56,0.46,0.35,0.00,0.56,0.91,1,0.21,0.07,1,0.04,0.15,0.05,0.65,0.54,0.23,0.07,0.90,0.28,0
4109,1,1,0,0.50,0.59,0.45,0.11,0.55,0.92,1,0.46,0.35,1,0.38,0.35,0.73,0.68,0.46,0.80,0.99,0.56,0.16,0
4110,1,1,1,0.95,0.39,0.68,0.40,0.68,0.27,1,0.94,0.91,1,0.93,0.78,0.17,0.75,0.60,0.76,0.01,0.09,0.85,0
4111,1,0,0,0.35,0.67,0.81,0.12,0.54,0.44,1,0.21,0.39,1,0.02,0.09,0.38,0.87,0.73,0.86,0.52,0.16,0.72,0
4112,1,1,0,0.49,0.19,0.43,0.39,0.57,0.65,1,0.35,0.35,1,0.85,0.69,0.02,0.86,0.27,0.42,0.31,0.91,0.75,0
4113,1,0,0,0.58,0.78,0.14,0.52,0.56,0.21,0,0.18,0.08,0,0.26,0.22,0.54,0.15,0.45,0.59,0.30,0.10,0.27,1
4114,1,1,0,0.89,0.12,0.09,0.19,0.63,0.90,1,0.78,0.57,1,0.05,0.41,0.16,0.24,0.38,0.93,0.38,0.87,0.33,0
4115,1,0,0,0.06,0.14,0.17,0.17,0.70,0.95,0,0.47,0.33,0,0.19,0.68,0.71,0.74,0.60,0.08,0.47,0.99,0.65,1
4116,1,1,0,0.31,0.25,0.64,0.67,0.36,0.34,0,0.53,0.46,0,0.41,0.10,0.37,0.35,0.05,0.98,0.49,0.59,0.46,1
4117,1,1,0,0.81,0.56,0.82,0.58,0.67,0.93,1,0.38,0.09,1,0.57,0.99,0.09,0.79,0.28,0.14,0.27,0.18,0.37,1
4118,1,0,0,0.96,0.03,0.37,0.27,0.61,0.07,0,0.45,0.45,0,0.30,0.91,0.45,0.22,0.46,0.65,0.31,0.09,0.34,0
4119,1,1,0,0.65,0.08,0.89,0.77,0.20,0.55,1,0.48,0.57,0,0.16,0.36,0.45,0.78,0.32,0.86,0.26,0.19,0.46,1
4120,1,1,0,0.07,0.69,0.39,0.62,0.31,0.61,0,0.60,0.24,0,0.60,0.59,0.11,0.76,0.71,0.88,0.54,0.96,0.25,1
4121,1,0,1,0.95,0.82,0.86,0.45,0.51,0.55,1,0.67,0.31,0,0.74,0.03,0.70,0.02,0.48,0.10,0.24,0.24,0.60,0
4122,1,1,0,0.78,0.19,0.83,0.68,0.22,0.27,0,0.11,0.26,0,0.92,0.98,0.19,0.49,0.48,0.88,0.41,0.12,0.39,0
4123,1,1,0,0.20,0.62,0.43,0.29,0.56,0.70,1,0.60,0.29,0,0.54,0.68,0.06,0.89,0.48,0.22,0.08,0.22,0.35,1
4124,1,1,1,0.52,0.51,0.19,0.37,0.42,0.83,1,0.30,0.32,0,0.84,0.72,0.53,0.59,0.34,0.11,0.23,0.62,0.72,0
4125,1,1,0,0.14,0.74,0.31,0.29,0.39,0.51,1,0.26,0.53,0,0.15,0.41,0.56,0.59,0.45,0.10,0.36,0.98,0.47,0
4126,1,1,0,0.46,0.40,0.78,0.37,0.33,0.35,1,0.30,0.46,1,0.66,0.46,0.33,0.87,0.50,0.54,0.76,0.08,0.77,1
4127,1,1,0,0.73,0.25,0.13,0.44,0.54,0.34,0,1.00,0.50,0,0.90,0.26,0.88,0.22,0.55,0.82,0.55,0.84,0.02,0
4128,1,0,0,0.71,0.43,0.60,0.57,0.57,0.15,0,0.91,0.55,1,0.61,0.57,0.87,0.91,0.13,0.27,0.04,0.26,0.46,1
4129,1,0,0,0.28,0.45,0.98,0.29,0.41,0.56,0,0.73,0.19,0,0.15,0.26,0.87,0.80,0.53,0.79,0.77,0.13,0.32,1
4130,1,1,1,0.60,0.12,0.86,0.52,0.74,0.97,1,0.72,0.20,0,0.76,0.81,0.67,0.09,0.49,0.55,0.63,0.67,0.85,1
4131,1,1,0,0.93,0.27,0.81,0.48,0.38,0.11,1,0.18,0.19,0,0.63,0.31,0.88,0.12,0.20,0.52,0.01,0.56,0.13,1
4132,1,1,1,0.50,0.99,0.89,0.40,0.77,0.24,1,0.63,0.25,0,0.69,0.90,0.11,0.36,0.22,0.64,0.85,0.90,0.73,1
4133,1,1,0,0.63,0.15,0.56,0.40,0.36,0.69,0,0.04,0.15,1,0.39,0.88,0.25,0.82,0.32,0.57,0.97,0.53,0.40,1
4134,1,1,1,0.00,0.56,0.79,0.27,0.43,0.05,0,0.55,0.24,1,0.27,0.70,0.94,0.69,0.30,0.89,0.25,0.86,0.61,0
4135,1,1,0,0.26,0.18,0.24,0.38,0.33,0.10,0,0.49,0.10,1,0.33,0.33,0.77,0.04,0.46,0.87,0.54,0.26,0.21,1
4136,1,1,0,0.92,0.49,0.63,0.64,0.45,0.75,0,0.93,0.17,0,0.35,0.69,0.21,0.83,0.32,0.48,0.66,0.82,0.66,0
4137,1,1,1,0.59,0.59,0.92,0.49,0.31,0.15,1,0.12,0.19,1,0.80,0.22,0.98,0.45,0.53,0.06,0.86,0.17,0.04,0
4138,1,1,1,0.43,0.64,0.35,0.28,0.38,0.74,1,0.96,0.55,1,0.33,0.81,0.43,0.02,0.35,0.19,0.48,0.97,0.28,1
4139,1,1,1,0.25,0.07,0.31,0.21,0.67,0.45,1,0.84,0.46,1,0.15,0.32,0.59,0.21,0.41,0.53,0.81,0.80,0.31,0
4140,1,1,0,0.92,0.82,0.66,0.14,0.58,0.48,0,0.78,0.74,1,0.42,0.84,0.77,0.59,0.09,0.80,0.81,0.74,0.99,1
4141,1,1,0,0.80,0.05,0.68,0.61,0.41,0.17,1,0.27,0.21,0,0.17,0.12,0.11,0.43,0.22,0.29,0.02,0.23,0.92,0
4142,1,1,1,0.22,0.19,0.58,0.10,0.91,0.34,0,0.73,0.48,0,0.52,0.62,0.24,0.60,0.65,0.69,0.81,0.57,0.69,1
4143,1,1,0,0.89,0.42,0.78,0.49,0.73,0.39,1,0.94,0.61,1,0.50,0.94,0.63,0.38,0.17,0.97,0.38,0.16,0.03,0
4144,1,1,0,0.06,0.06,0.87,0.45,0.69,0.76,1,0.38,0.41,1,0.37,0.75,0.15,0.91,0.07,0.71,0.70,0.87,0.06,1
4145,1,0,0,0.11,0.16,0.07,0.05,0.74,0.16,0,0.60,0.50,0,0.91,0.94,0.79,0.77,0.18,0.81,0.16,0.94,0.37,0
4146,1,1,0,0.95,0.90,0.99,0.26,0.77,0.86,1,1.00,0.08,1,0.74,0.34,0.36,0.83,0.27,0.61,0.34,0.91,0.62,1
4147,1,0,0,0.76,0.92,0.01,0.32,0.52,0.62,0,0.19,0.39,0,0.01,0.17,0.41,0.09,0.24,0.44,0.69,0.58,0.80,1
4148,1,1,0,0.84,0.92,0.96,0.80,0.11,0.72,0,0.48,0.31,0,0.43,0.15,0.48,0.46,0.29,0.69,0.47,0.51,1.00,1
4149,1,1,0,0.25,0.59,0.98,0.79,0.22,0.63,1,0.85,0.65,1,0.07,0.57,0.45,0.56,0.13,0.21,0.68,0.05,1.00,1
4150,1,1,1,0.06,0.76,0.04,0.44,0.29,0.17,1,0.61,0.51,0,0.56,0.79,0.56,0.77,0.44,0.16,0.22,0.04,0.83,0
4151,1,1,0,0.65,0.35,0.10,0.32,0.44,0.72,0,0.58,0.28,0,0.83,0.29,0.92,0.12,0.22,0.38,0.42,0.26,0.30,1
4152,1,0,0,0.77,0.42,0.55,0.46,0.61,0.22,0,0.52,0.25,0,0.14,0.41,0.07,0.05,0.08,0.55,0.27,0.87,0.52,1
4153,1,0,0,0.20,0.37,0.13,0.37,0.50,0.26,0,0.19,0.43,0,0.55,0.46,0.87,0.32,0.38,0.89,1.00,0.14,0.30,1
4154,1,0,0,0.85,0.30,0.58,0.23,0.67,0.28,0,0.15,0.13,1,0.92,0.75,0.23,0.88,0.53,0.61,0.19,0.39,0.89,0
4155,1,0,0,0.57,0.03,0.87,0.34,0.43,1.00,1,0.14,0.47,0,0.45,0.23,0.10,0.76,0.62,0.01,0.09,0.88,0.22,1
4156,1,1,0,0.26,0.57,0.07,0.45,0.36,0.29,1,0.66,0.39,0,0.69,0.36,0.65,0.22,0.42,0.91,0.49,0.33,0.18,0
4157,1,1,0,0.19,0.22,0.80,0.32,0.38,0.60,1,0.39,0.46,1,0.98,0.32,0.66,0.88,0.84,0.55,0.60,0.64,0.42,1
4158,1,1,0,0.02,0.46,0.72,0.37,0.51,0.95,0,0.09,0.16,0,0.92,0.90,0.44,0.63,0.03,0.61,0.35,0.17,0.04,0
4159,1,1,0,0.68,0.19,0.80,0.57,0.22,0.66,1,0.38,0.54,0,0.26,0.16,0.56,0.97,0.48,0.98,0.50,0.52,0.28,1
4160,1,1,1,0.95,0.96,0.84,0.69,0.53,0.90,1,0.68,0.70,0,0.77,0.74,0.17,0.28,0.30,0.35,0.37,0.68,0.99,1
4161,1,1,0,0.85,0.53,0.12,0.23,0.67,0.28,1,0.57,0.42,1,0.46,0.93,0.51,0.54,0.34,0.58,0.05,0.29,0.83,0
4162,1,1,0,0.35,0.83,0.50,0.51,0.52,0.13,0,0.95,0.56,0,0.45,0.59,0.96,0.22,0.18,0.92,0.40,0.40,0.88,1
4163,1,0,0,0.94,0.24,0.24,0.13,0.85,0.93,0,0.30,0.13,1,0.59,0.46,0.95,0.50,0.38,0.91,0.96,0.52,0.33,1
4164,1,1,0,0.31,0.58,0.66,0.36,0.54,0.05,1,0.17,0.29,0,0.61,0.98,0.56,0.43,0.28,0.06,0.74,0.65,0.81,0
4165,1,1,0,0.52,0.57,0.59,0.20,0.70,0.80,1,0.12,0.48,1,0.55,0.04,0.11,0.56,0.14,0.74,0.97,0.46,0.59,0
4166,1,1,0,0.97,0.61,0.92,0.38,0.36,0.18,1,0.38,0.21,0,0.87,0.78,0.10,0.79,0.64,0.68,0.90,0.41,0.16,1
4167,1,1,0,0.92,0.29,0.80,0.16,0.81,0.66,1,0.36,0.30,1,0.14,0.22,0.34,0.98,0.18,0.68,0.92,0.96,0.46,0
4168,1,1,0,0.57,0.84,0.94,0.67,0.34,0.95,1,0.56,0.17,0,0.45,0.87,0.26,0.52,0.49,0.22,0.50,0.40,0.72,0
4169,1,1,0,0.75,0.62,0.16,0.33,0.37,0.76,0,0.87,0.25,0,0.49,0.83,0.51,0.45,0.55,0.81,0.35,0.57,0.02,0
4170,1,1,0,0.49,0.48,0.89,0.74,0.27,0.80,1,0.12,0.40,0,0.26,0.48,0.48,0.98,0.47,0.48,0.74,0.93,0.16,0
4171,1,0,0,0.52,0.51,0.49,0.39,0.39,0.35,1,0.87,0.70,0,0.28,0.08,0.25,0.19,0.36,0.28,0.53,0.36,0.52,0
4172,1,0,0,0.36,0.52,0.65,0.52,0.61,0.51,0,0.73,0.70,0,0.90,0.55,0.57,0.21,0.15,0.36,0.23,0.53,0.94,0
4173,1,1,0,0.86,0.49,0.49,0.20,0.69,0.38,0,0.34,0.17,0,0.08,0.54,0.77,0.42,0.65,0.70,0.20,0.32,0.27,1
4174,1,1,0,0.87,0.36,0.44,0.56,0.28,0.25,0,0.86,0.43,0,0.67,0.54,0.97,0.37,0.53,0.03,0.82,0.78,0.37,1
4175,1,1,1,0.21,0.56,0.86,0.38,0.67,0.04,0,0.40,0.39,1,0.18,0.18,0.40,0.77,0.82,0.80,0.97,0.62,0.82,1
4176,1,0,0,0.21,0.92,0.65,0.31,0.73,0.01,1,0.06,0.14,1,0.18,0.25,0.42,0.99,0.00,0.11,0.87,0.06,0.36,0
4177,1,1,0,0.17,0.33,0.53,0.42,0.78,0.92,0,0.38,0.18,1,0.04,0.87,0.18,0.34,0.61,0.60,0.30,0.62,0.25,0
4178,1,0,1,0.67,0.36,0.71,0.15,0.48,0.74,0,0.66,0.16,1,0.83,0.25,0.91,0.60,0.46,0.44,0.56,0.98,0.49,1
4179,1,0,0,0.28,0.94,0.87,0.34,0.49,0.61,0,0.07,0.13,0,0.51,0.41,0.44,0.59,0.60,0.25,0.63,0.44,0.26,1
4180,1,1,0,0.78,0.71,0.70,0.57,0.46,0.61,1,0.42,0.06,0,0.96,0.96,0.72,0.86,0.05,0.02,0.46,0.49,0.14,1
4181,1,1,0,0.62,0.41,0.34,0.58,0.64,0.76,1,0.06,0.47,0,0.39,0.88,0.00,0.98,0.40,0.07,0.02,0.38,0.08,1
4182,1,1,0,0.85,0.90,0.92,0.61,0.38,0.73,0,0.70,0.75,1,0.44,0.59,0.91,0.81,0.47,0.45,0.21,0.97,0.49,1
4183,1,1,0,0.67,0.68,0.77,0.21,0.62,0.12,0,0.29,0.47,0,0.84,0.72,0.52,0.07,0.09,0.54,0.47,0.71,0.08,1
4184,1,1,0,0.56,0.25,0.53,0.59,0.41,0.66,1,0.04,0.29,1,0.73,0.29,0.96,0.31,0.42,0.56,0.77,0.93,0.85,1
4185,1,1,0,0.90,0.17,0.09,0.03,0.91,0.41,0,0.28,0.12,1,0.92,0.21,0.19,0.22,0.05,0.82,0.17,0.15,0.98,0
4186,1,1,1,0.94,0.19,0.88,0.49,0.72,0.17,1,0.89,0.58,0,0.95,0.76,0.58,0.08,0.36,0.84,0.40,0.77,0.80,1
4187,1,0,1,0.35,0.94,0.52,0.14,0.84,0.69,1,0.28,0.19,1,0.04,0.03,0.04,0.64,0.12,0.16,0.59,0.33,0.49,0
4188,1,1,0,0.36,0.95,0.57,0.58,0.51,0.26,1,0.26,0.59,1,0.75,0.57,0.80,0.93,0.25,0.62,0.22,0.66,0.57,1
4189,1,1,0,0.35,0.54,0.28,0.20,0.78,0.35,0,0.84,0.22,1,0.37,0.83,0.18,0.52,0.27,0.75,0.95,0.70,0.84,0
4190,1,0,0,0.89,0.55,0.44,0.61,0.27,0.30,1,0.07,0.03,0,0.40,0.89,0.29,0.59,0.30,0.04,0.58,0.92,0.16,1
4191,1,1,1,0.73,0.76,0.18,0.06,0.68,0.32,0,0.58,0.06,0,0.52,0.51,0.88,0.67,0.19,0.59,0.50,0.99,0.60,1
4192,1,1,1,0.12,0.88,0.41,0.54,0.31,0.39,1,0.58,0.21,0,0.10,0.48,0.36,0.95,0.32,0.52,0.27,0.91,0.58,0
4193,1,1,0,0.12,0.18,0.90,0.56,0.57,0.02,0,0.05,0.28,1,0.25,0.76,0.57,0.35,0.27,0.55,0.79,0.94,0.16,0
4194,1,1,0,0.74,0.16,0.88,0.59,0.47,0.43,0,0.36,0.40,1,0.98,0.91,0.40,0.26,0.37,0.33,0.56,0.55,0.89,1
4195,1,1,0,0.78,0.46,0.65,0.49,0.45,0.87,1,0.89,0.60,1,0.55,0.80,0.29,0.86,0.12,0.14,0.59,0.11,0.76,0
4196,1,1,1,0.97,0.86,0.78,0.69,0.45,0.30,1,0.85,0.68,1,0.19,0.97,0.55,0.49,0.54,0.69,0.43,0.85,0.40,1
4197,1,1,0,0.85,1.00,0.55,0.38,0.65,0.89,0,0.37,0.44,1,0.62,0.85,0.50,0.93,0.26,0.87,1.00,0.67,0.04,1
4198,1,1,0,0.13,0.27,0.76,0.68,0.41,0.18,0,0.88,0.78,1,0.08,0.63,0.94,0.89,0.69,0.83,0.99,0.44,0.70,1
4199,1,1,0,0.58,0.81,0.59,0.37,0.32,1.00,1,0.61,0.71,0,0.03,0.50,0.47,0.30,0.30,0.77,0.95,0.36,0.80,0
4200,1,1,0,0.78,0.60,0.62,0.62,0.24,0.24,0,0.44,0.18,0,0.63,0.53,0.07,0.51,0.31,0.72,0.24,0.78,0.85,0
4201,1,0,0,0.53,0.49,0.22,0.25,0.87,0.78,0,0.04,0.11,0,0.95,0.88,0.63,0.64,0.52,0.68,0.82,0.12,0.74,1
4202,1,0,0,0.37,0.58,0.71,0.83,0.49,0.91,1,0.71,0.55,0,0.59,0.63,0.82,0.02,0.50,0.18,0.35,0.51,0.09,1
4203,1,1,1,0.02,0.29,0.30,0.46,0.62,0.14,1,0.44,0.34,1,0.01,0.52,0.25,0.88,0.45,0.72,0.95,0.56,0.67,1
4204,1,1,0,0.73,0.65,0.16,0.25,0.66,0.81,0,0.83,0.24,1,0.04,0.37,0.08,0.56,0.18,0.75,0.84,0.41,0.69,0
4205,1,1,0,0.03,0.99,0.38,0.39,0.59,0.31,0,0.51,0.30,1,0.82,0.61,0.67,0.03,0.13,0.83,0.12,0.46,0.61,1
4206,1,1,0,0.13,0.24,0.93,0.37,0.34,0.55,1,0.48,0.16,0,0.54,0.40,0.29,0.39,0.25,0.50,0.96,0.87,0.42,0
4207,1,1,0,0.57,0.49,1.00,0.81,0.52,0.85,0,0.67,0.74,1,0.74,0.84,0.47,0.20,0.25,0.90,0.06,0.76,0.25,1
4208,1,0,0,0.29,0.44,0.49,0.57,0.31,0.47,0,0.08,0.51,0,0.32,0.06,0.57,0.96,0.76,0.15,0.40,0.78,0.58,0
4209,1,1,0,0.68,0.61,0.26,0.12,0.49,0.99,1,0.48,0.56,1,0.22,0.62,0.34,0.86,0.62,0.68,0.49,0.61,0.88,0
4210,1,1,1,0.61,0.67,0.62,0.58,0.51,0.77,1,0.93,0.59,1,0.10,0.52,0.80,0.95,0.68,0.34,0.80,0.61,0.77,0
4211,1,1,0,0.52,0.75,0.92,0.69,0.63,0.97,0,0.53,0.49,0,0.50,0.18,0.59,0.62,0.44,0.44,0.36,0.76,0.54,1
4212,1,1,0,0.79,0.81,0.16,0.40,0.39,0.04,1,0.84,0.76,0,0.62,0.45,0.35,0.79,0.24,0.63,0.40,0.26,0.45,0
4213,1,1,0,0.61,0.42,0.01,0.41,0.37,0.06,1,0.08,0.48,1,0.04,0.59,0.69,0.70,0.57,0.46,0.46,0.53,0.66,1
4214,1,1,0,0.55,0.95,0.06,0.44,0.36,0.65,1,0.12,0.36,0,0.81,0.76,0.24,0.57,0.26,0.47,0.20,0.87,0.16,1
4215,1,1,0,0.33,0.44,0.53,0.41,0.50,0.14,0,0.38,0.37,0,0.15,0.93,0.07,0.15,0.23,0.92,0.92,0.49,0.23,0
4216,1,1,0,0.54,0.87,0.02,0.36,0.63,0.70,0,0.87,0.45,1,0.02,0.93,0.64,0.40,0.37,0.05,0.36,0.39,0.41,0
4217,1,1,0,0.41,0.72,0.61,0.36,0.46,0.26,1,0.81,0.12,0,0.49,0.13,0.42,0.41,0.16,0.37,0.72,0.04,0.86,0
4218,1,1,0,0.96,0.90,0.40,0.20,0.56,0.07,1,0.70,0.69,1,0.95,0.00,0.77,0.49,0.45,0.48,0.20,0.44,0.46,0
4219,1,1,0,0.00,0.00,0.35,0.57,0.22,0.09,1,0.38,0.50,1,0.33,0.86,0.54,0.27,0.29,0.13,0.69,0.87,0.26,0
4220,1,1,1,0.78,0.44,0.36,0.45,0.63,0.63,1,0.70,0.28,1,0.34,0.69,0.06,0.01,0.16,0.03,0.50,0.18,0.56,0
4221,1,1,0,0.03,0.48,0.24,0.09,0.75,0.85,0,0.07,0.24,1,0.36,0.40,0.74,0.70,0.34,0.15,0.24,0.13,0.51,0
4222,1,1,0,0.67,0.93,0.73,0.45,0.76,0.61,0,0.32,0.28,1,0.89,0.40,0.81,0.24,0.26,0.05,0.46,0.59,0.75,1
4223,1,0,0,0.66,0.77,0.01,0.05,0.50,0.52,1,0.44,0.54,1,0.01,0.77,0.08,0.46,0.63,0.91,0.18,0.44,0.23,1
4224,1,1,1,0.61,0.63,0.07,0.07,0.73,0.70,1,0.82,0.42,1,0.71,0.61,0.54,0.95,0.32,0.95,0.06,0.23,0.50,0
4225,1,1,1,0.82,0.39,0.53,0.48,0.64,0.05,0,0.42,0.07,0,0.46,0.08,0.39,0.14,0.37,0.53,0.75,0.11,0.33,1
4226,1,1,0,0.13,0.05,0.87,0.31,0.59,0.60,0,0.57,0.59,1,0.82,0.72,0.96,0.97,0.37,0.97,0.75,0.35,0.59,1
4227,1,1,0,0.37,0.92,0.43,0.56,0.56,0.27,0,0.97,0.58,0,0.13,0.34,0.44,0.52,0.62,0.84,0.44,0.74,0.64,1
4228,1,1,0,0.27,0.98,0.18,0.14,0.49,0.76,1,0.98,0.54,1,0.37,0.55,0.00,0.42,0.28,0.78,0.49,0.13,0.43,0
4229,1,1,0,0.72,0.28,0.02,0.22,0.73,0.72,0,0.05,0.20,0,0.08,0.53,0.82,0.96,0.46,0.14,0.15,0.37,0.31,1
4230,1,1,0,0.05,0.28,0.63,0.54,0.36,0.72,1,0.00,0.47,0,0.04,0.47,0.07,0.07,0.06,0.42,0.51,0.25,0.85,0
4231,1,0,0,0.09,0.18,0.48,0.16,0.81,0.56,0,0.56,0.38,1,0.38,0.61,0.55,0.58,0.05,0.57,0.43,0.29,0.76,0
4232,1,1,0,0.96,0.57,0.19,0.46,0.66,0.71,0,0.40,0.45,1,0.49,0.19,0.75,0.84,0.45,0.35,0.05,0.91,0.96,0
4233,1,1,0,0.27,0.94,0.75,0.59,0.49,0.68,1,0.19,0.17,0,0.65,0.49,0.97,0.93,0.47,0.35,0.37,0.79,0.77,0
4234,1,1,0,0.53,0.06,0.02,0.40,0.40,0.46,0,0.47,0.29,1,0.36,0.27,0.06,0.65,0.22,0.12,0.09,0.50,0.43,1
4235,1,0,0,0.42,0.12,0.03,0.48,0.47,0.39,0,0.58,0.35,1,0.09,0.79,0.97,0.37,0.39,0.56,0.78,0.25,0.07,1
4236,1,1,0,0.99,0.72,1.00,0.66,0.65,0.59,0,0.11,0.34,0,0.03,0.74,1.00,0.10,0.10,0.64,0.22,0.82,0.31,0
4237,1,1,0,0.08,0.30,0.27,0.48,0.47,0.32,1,0.27,0.49,0,0.69,0.91,0.46,0.54,0.42,0.21,0.19,0.96,0.86,1
4238,1,1,0,0.24,0.35,0.38,0.25,0.79,0.06,0,0.79,0.60,0,0.08,0.07,0.12,0.64,0.21,0.48,0.74,0.61,0.60,1
4239,1,1,0,0.02,0.44,0.52,0.52,0.46,0.98,0,0.54,0.34,1,0.55,0.78,0.95,0.55,0.06,0.74,0.85,0.02,0.09,1
4240,1,0,0,0.75,0.74,0.29,0.25,0.78,0.98,1,0.85,0.74,1,0.45,0.78,0.59,0.40,0.36,0.50,0.84,0.18,0.20,1
4241,1,0,0,0.64,0.04,0.46,0.47,0.38,0.25,1,0.94,0.30,1,0.48,0.76,0.38,0.62,0.62,0.98,0.37,0.01,0.26,0
4242,1,1,0,0.64,0.44,0.35,0.20,0.70,0.62,0,0.79,0.62,1,0.67,0.49,0.47,0.54,0.41,0.64,0.67,0.51,0.82,0
4243,1,0,0,0.18,0.95,0.34,0.24,0.58,0.88,0,0.96,0.42,0,0.25,0.68,0.62,0.19,0.39,0.64,0.02,0.64,0.51,0
4244,1,1,0,0.84,0.74,0.67,0.02,0.83,0.72,0,0.25,0.03,1,0.00,0.93,0.34,0.61,0.17,0.77,0.01,0.95,0.42,0
4245,1,1,0,1.00,0.06,0.08,0.52,0.57,0.04,0,0.62,0.73,0,0.76,0.19,0.08,0.21,0.19,0.29,0.93,0.48,0.37,1
4246,1,1,0,0.60,0.68,0.53,0.57,0.49,0.21,0,0.67,0.43,1,0.58,0.04,0.38,0.88,0.12,0.15,0.75,0.11,0.01,1
4247,1,1,0,0.18,0.04,0.23,0.11,0.46,0.98,0,0.09,0.45,1,0.25,0.10,0.51,0.58,0.15,0.35,0.62,0.02,0.70,1
